tweet_id,text,Bag_of_Words
164,"RT @dougquan: Yesterday I went to a Costco store, where I stumbled across this couple loading their pickup with piles of Lysol wipes. They","{'across': 1, 'this': 1, 'piles': 1, 'wipes': 1, 'stumbled': 1, 'a': 1, 'loading': 1, 'store': 1, 'rt': 1, 'they': 1, 'i': 2, 'to': 1, 'dougquan': 1, 'costco': 1, 'pickup': 1, 'yesterday': 1, 'their': 1, 'with': 1, 'couple': 1, 'where': 1, 'of': 1, 'went': 1, 'lysol': 1}"
503,"RT @QuickTake: JUST IN: Canada Prime Minister Justin Trudeau is self-isolating. 

His wife, Sophie Gregorie Trudeau, reportedly has flu-lik","{'in': 1, 'is': 1, 'his': 1, 'gregorie': 1, 'just': 1, 'trudeau': 2, 'minister': 1, 'has': 1, 'rt': 1, 'canada': 1, 'quicktake': 1, 'justin': 1, 'sophie': 1, 'selfisolating': 1, 'reportedly': 1, 'wife': 1, 'flulik': 1, 'prime': 1}"
605,"RT @DrOlufunmilayo: BREAKING NEWS: Sophie Grgoire Trudeau, the First Lady and wife of Prime Minister Justin Trudeau of Canada, has just te","{'breaking': 1, 'just': 1, 'grgoire': 1, 'trudeau': 2, 'minister': 1, 'has': 1, 'rt': 1, 'lady': 1, 'canada': 1, 'justin': 1, 'sophie': 1, 'first': 1, 'news': 1, 'te': 1, 'wife': 1, 'of': 2, 'prime': 1, 'and': 1, 'drolufunmilayo': 1, 'the': 1}"
711,Resumption of US LPG flow to China unlikely to deter flows from Canada https://t.co/WBwcMAHGee,"{'us': 1, 'flows': 1, 'deter': 1, 'canada': 1, 'resumption': 1, 'to': 2, 'httpstcowbwcmahgee': 1, 'china': 1, 'lpg': 1, 'flow': 1, 'from': 1, 'unlikely': 1, 'of': 1}"
821,"RT @yellyjace: slaying student concept since pre-debut. after 4 yrs, finally they got to into university.

astro university. ^^ https://t.c","{'yellyjace': 1, 'student': 1, '4': 1, 'got': 1, 'rt': 1, 'finally': 1, 'httpstc': 1, 'they': 1, 'to': 1, 'slaying': 1, 'yrs': 1, 'after': 1, 'university': 2, 'astro': 1, 'concept': 1, 'into': 1, 'since': 1, 'predebut': 1}"
875,"RT @umarsaif: Enough of this dont spread panic advice about Corona. 

Social distancing is extremely important at this stage. 

Harvard","{'stage': 1, 'spread': 1, 'this': 2, 'distancing': 1, 'is': 1, 'umarsaif': 1, 'dont': 1, 'rt': 1, 'social': 1, 'advice': 1, 'at': 1, 'enough': 1, 'corona': 1, 'about': 1, 'important': 1, 'panic': 1, 'extremely': 1, 'of': 1, 'harvard': 1}"
931,"Congrats @aldenrichards02 for your Pop Album of the Year Award given by the PMPC Star Awards for Music, &amp; your Most Popular TV Personality Award from Biliran Province State University Media Awards 2019! 

Proud of you is an understatement!!

#RoadTo10WithALDEN
#ALDENRichards
DB https://t.co/T81yDuo0DJ","{'for': 2, 'aldenrichards': 1, 'your': 2, 'is': 1, 'given': 1, 'aldenrichards02': 1, 'state': 1, 'pop': 1, 'music': 1, 'db': 1, 'award': 2, 'proud': 1, 'year': 1, 'star': 1, 'tv': 1, 'popular': 1, 'personality': 1, 'amp': 1, 'you': 1, '2019': 1, 'most': 1, 'awards': 2, 'by': 1, 'university': 1, 'httpstcot81yduo0dj': 1, 'from': 1, 'roadto10withalden': 1, 'province': 1, 'media': 1, 'biliran': 1, 'album': 1, 'an': 1, 'understatement': 1, 'pmpc': 1, 'congrats': 1, 'of': 2, 'the': 2}"
1076,RT @sequoiahblaire: Ever felt safe and supported by your university?,"{'your': 1, 'sequoiahblaire': 1, 'felt': 1, 'rt': 1, 'safe': 1, 'by': 1, 'university': 1, 'supported': 1, 'and': 1, 'ever': 1}"
1301,"RT @InfinityMessage: Both @TulsiGabbard and @RajivMessage have raised their voice against Hinduphobia in America.

Watch Rajiv's interview","{'hinduphobia': 1, 'in': 1, 'have': 1, 'interview': 1, 'rajivs': 1, 'watch': 1, 'voice': 1, 'rt': 1, 'tulsigabbard': 1, 'raised': 1, 'their': 1, 'rajivmessage': 1, 'both': 1, 'against': 1, 'infinitymessage': 1, 'america': 1, 'and': 1}"
1350,"RT @Telewhale: Trump Vodka: FAILED
Trump Steaks: FAILED
Trump Airlines: FAILED
Trump Casinos: FAILED
Trump University: FAILED
Trump Marriag","{'trump': 6, 'failed': 5, 'rt': 1, 'airlines': 1, 'university': 1, 'vodka': 1, 'telewhale': 1, 'steaks': 1, 'marriag': 1, 'casinos': 1}"
1528,"RT @ChelseaJulian: ""According to the Sacramento Bee, labs at UC San Francisco, UCLA and UC San Diego are now offering the in-house COVID-19","{'are': 1, 'sacramento': 1, 'covid19': 1, 'chelseajulian': 1, 'ucla': 1, 'rt': 1, 'labs': 1, 'to': 1, 'now': 1, 'uc': 2, 'francisco': 1, 'at': 1, 'san': 2, 'offering': 1, 'inhouse': 1, 'bee': 1, 'diego': 1, 'according': 1, 'and': 1, 'the': 2}"
2229,Theres been a ship docked off Halifax in the same position for 3-4 hours now @halifaxnoise,"{'34': 1, 'for': 1, 'in': 1, 'off': 1, 'a': 1, 'halifaxnoise': 1, 'now': 1, 'hours': 1, 'been': 1, 'same': 1, 'ship': 1, 'docked': 1, 'position': 1, 'halifax': 1, 'theres': 1, 'the': 1}"
2502,Sure glad it didnt happen when we had it in Halifax for the mem cup https://t.co/9nePt3vX81,"{'for': 1, 'httpstco9nept3vx81': 1, 'in': 1, 'sure': 1, 'happen': 1, 'glad': 1, 'had': 1, 'it': 2, 'cup': 1, 'mem': 1, 'didnt': 1, 'halifax': 1, 'we': 1, 'when': 1, 'the': 1}"
2733,"Ive issued a ministerial order under the Education Act to close all publicly-funded schools from March 14, 2020 through to April 5, 2020, said Ontario Education Minister 
@Sflecce #cdnpoli Read more: https://t.co/AzTHgkNHMi https://t.co/fNnkuk3HT4","{'read': 1, 'schools': 1, '2020': 2, 'ontario': 1, 'said': 1, 'march': 1, 'all': 1, 'cdnpoli': 1, 'a': 1, 'minister': 1, '5': 1, 'httpstcofnnkuk3ht4': 1, 'to': 2, 'issued': 1, 'through': 1, 'education': 2, '14': 1, 'april': 1, 'publiclyfunded': 1, 'order': 1, 'sflecce': 1, 'from': 1, 'under': 1, 'more': 1, 'close': 1, 'ministerial': 1, 'act': 1, 'httpstcoazthgknhmi': 1, 'ive': 1, 'the': 1}"
3172,"RT @dHL_edu: Alex Usher, president of Higher Education Strategy Associates, which advises #colleges and #universities in #Canada and abroad","{'advises': 1, 'in': 1, 'president': 1, 'abroad': 1, 'higher': 1, 'colleges': 1, 'rt': 1, 'canada': 1, 'usher': 1, 'dhledu': 1, 'education': 1, 'strategy': 1, 'alex': 1, 'which': 1, 'universities': 1, 'of': 1, 'and': 2, 'associates': 1}"
3375,"RT @CalamityJayne4: So, what's going to be left of Alberta when the UCP is done? They're dismantling 
Public education
Public healthcare
AI","{'alberta': 1, 'is': 1, 'going': 1, 'so': 1, 'left': 1, 'rt': 1, 'public': 2, 'whats': 1, 'calamityjayne4': 1, 'to': 1, 'education': 1, 'dismantling': 1, 'ucp': 1, 'ai': 1, 'done': 1, 'be': 1, 'theyre': 1, 'healthcare': 1, 'when': 1, 'of': 1, 'the': 1}"
3504,If anything Mexico and Canada are the ones who are in danger from the infected U.S. citizens the Trump administration is refusing to test or help in an effort that can only be described as mass murder at this point.,"{'mass': 1, 'mexico': 1, 'trump': 1, 'test': 1, 'murder': 1, 'this': 1, 'in': 2, 'point': 1, 'are': 2, 'is': 1, 'effort': 1, 'if': 1, 'us': 1, 'described': 1, 'as': 1, 'or': 1, 'refusing': 1, 'canada': 1, 'citizens': 1, 'infected': 1, 'that': 1, 'to': 1, 'help': 1, 'at': 1, 'can': 1, 'who': 1, 'ones': 1, 'from': 1, 'administration': 1, 'an': 1, 'be': 1, 'anything': 1, 'and': 1, 'danger': 1, 'the': 3, 'only': 1}"
3531,"BREAKING: Sophie Trudeau, wife of Canada's PM, tests positive for coronavirus.","{'pm': 1, 'for': 1, 'breaking': 1, 'trudeau': 1, 'tests': 1, 'coronavirus': 1, 'sophie': 1, 'positive': 1, 'wife': 1, 'of': 1, 'canadas': 1}"
3578,"Dr. Anthony Fauci on #COVID19 testing in :
 
It is a failing. Lets admit it.
 
The idea of anybody getting it the way people in other countries are doing it were not set up for that. Do I think we should be? Yes, but we are not. https://t.co/BIe6ypgScS","{'for': 1, 'people': 1, 'in': 2, 'are': 2, 'is': 1, 'covid19': 1, 'yes': 1, 'but': 1, 'anthony': 1, 'lets': 1, 'up': 1, 'do': 1, 'set': 1, 'idea': 1, 'anybody': 1, 'it': 4, 'a': 1, 'way': 1, 'i': 1, 'testing': 1, 'that': 1, 'getting': 1, 'countries': 1, 'doing': 1, 'on': 1, 'think': 1, 'should': 1, 'not': 2, 'dr': 1, 'failing': 1, 'admit': 1, 'be': 1, 'httpstcobie6ypgscs': 1, 'were': 1, 'we': 2, 'fauci': 1, 'other': 1, 'of': 1, 'the': 2}"
3584,Canadian PM Trudeau's wife tests positive for COVID-19 https://t.co/nQjFWN3pwY https://t.co/dnGrUCSWFd,"{'pm': 1, 'for': 1, 'httpstconqjfwn3pwy': 1, 'covid19': 1, 'httpstcodngrucswfd': 1, 'tests': 1, 'canadian': 1, 'trudeaus': 1, 'positive': 1, 'wife': 1}"
3610,The Prime Minister of Canada's wife... https://t.co/XzP3Bp001T,"{'minister': 1, 'httpstcoxzp3bp001t': 1, 'wife': 1, 'of': 1, 'prime': 1, 'canadas': 1, 'the': 1}"
3929,"Canada PM Justin Trudeau's wife tests positive for new coronavirus

#Covid_19  #CoronavirusPandemic

https://t.co/U8xAm9DHrT https://t.co/f3hMLfvEeb","{'pm': 1, 'for': 1, 'covid19': 1, 'tests': 1, 'coronavirus': 1, 'httpstcou8xam9dhrt': 1, 'canada': 1, 'justin': 1, 'new': 1, 'httpstcof3hmlfveeb': 1, 'trudeaus': 1, 'positive': 1, 'wife': 1, 'coronaviruspandemic': 1}"
3993,"Some good news to cheer you up:
Korea and China are recovering. Vietnam had their cases under control until British tourists spread it again but I think they can manage it. A Philippine university invented a testing kit that can give results in just 2 hrs and for less than $30","{'for': 1, 'tourists': 1, 'invented': 1, 'spread': 1, 'in': 1, 'are': 1, 'manage': 1, 'less': 1, 'than': 1, 'but': 1, 'philippine': 1, 'good': 1, 'cheer': 1, 'up': 1, 'had': 1, 'just': 1, 'it': 2, 'a': 2, 'hrs': 1, 'recovering': 1, 'they': 1, 'i': 1, 'until': 1, 'testing': 1, 'that': 1, 'to': 1, 'you': 1, 'vietnam': 1, 'china': 1, 'results': 1, 'korea': 1, 'can': 2, 'think': 1, 'again': 1, 'university': 1, 'their': 1, 'give': 1, '2': 1, 'british': 1, 'news': 1, 'under': 1, 'control': 1, '30': 1, 'some': 1, 'kit': 1, 'and': 2, 'cases': 1}"
4037,am i the only one that doesn't want my university to go to online courses??? i didn't sign up to take online courses for a reason... it's just going to make my life 10x more complicated lmao,"{'for': 1, 'am': 1, 'want': 1, 'lmao': 1, 'online': 2, 'up': 1, 'going': 1, 'just': 1, 'a': 1, 'reason': 1, 'i': 2, 'that': 1, 'to': 4, 'courses': 2, 'sign': 1, 'go': 1, 'doesnt': 1, 'my': 2, 'take': 1, 'university': 1, 'life': 1, 'make': 1, 'didnt': 1, 'its': 1, 'more': 1, 'complicated': 1, 'one': 1, '10x': 1, 'the': 1, 'only': 1}"
4521,"all I have to say is Macky Sall better pump loads of funding into the medical schools, hospitals, and university courses because the doctors are SNAPPING.","{'schools': 1, 'have': 1, 'are': 1, 'is': 1, 'all': 1, 'because': 1, 'hospitals': 1, 'loads': 1, 'macky': 1, 'doctors': 1, 'i': 1, 'pump': 1, 'to': 1, 'courses': 1, 'sall': 1, 'university': 1, 'medical': 1, 'say': 1, 'funding': 1, 'into': 1, 'better': 1, 'of': 1, 'and': 1, 'snapping': 1, 'the': 2}"
4589,we at Da Crib University fr now.,"{'fr': 1, 'crib': 1, 'now': 1, 'at': 1, 'da': 1, 'university': 1, 'we': 1}"
4943,"Survivor from HMCS Esquimalt disembarking from the rescue minesweeper HMCS Sarnia, Halifax, 16 April 1945. Credit: Richard G. Arless. https://t.co/FgsDIE01u2","{'arless': 1, 'esquimalt': 1, '16': 1, 'credit': 1, 'rescue': 1, 'sarnia': 1, 'g': 1, 'april': 1, 'survivor': 1, 'from': 2, '1945': 1, 'hmcs': 2, 'halifax': 1, 'disembarking': 1, 'richard': 1, 'minesweeper': 1, 'the': 1, 'httpstcofgsdie01u2': 1}"
5109,"Canada didnt block Chinese from traveling there, instead invested time &amp; money on testing, education &amp; disease management.

Trump blocked Chinese, then endlessly praised himself for ""containing"" COVID-19 while ignoring need for testing, education &amp; disease management.

Results: https://t.co/HNXvDSY89x","{'for': 2, 'trump': 1, 'instead': 1, 'covid19': 1, 'himself': 1, 'traveling': 1, 'ignoring': 1, 'amp': 3, 'canada': 1, 'testing': 2, 'there': 1, 'block': 1, 'results': 1, 'need': 1, 'on': 1, 'education': 2, 'disease': 2, 'then': 1, 'management': 2, 'while': 1, 'from': 1, 'money': 1, 'endlessly': 1, 'blocked': 1, 'didnt': 1, 'praised': 1, 'time': 1, 'invested': 1, 'containing': 1, 'httpstcohnxvdsy89x': 1, 'chinese': 2}"
5132,"Eight out of 10 children in Nunavut live in food insecure households: If were not able to provide good food to our children... its going to have an impact on how they develop, how they do in the education system...
https://t.co/K33JIutm7L","{'able': 1, 'children': 2, 'in': 3, 'have': 1, 'households': 1, 'httpstcok33jiutm7l': 1, 'system': 1, 'if': 1, 'good': 1, 'going': 1, 'our': 1, 'do': 1, 'impact': 1, '10': 1, 'they': 2, 'provide': 1, 'out': 1, 'to': 3, 'on': 1, 'education': 1, 'how': 2, 'live': 1, 'food': 2, 'not': 1, 'nunavut': 1, 'insecure': 1, 'its': 1, 'an': 1, 'were': 1, 'develop': 1, 'of': 1, 'eight': 1, 'the': 1}"
5318,Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is mandatory for public sector employees in the health and education systems. The province is also banning events with more than 250 people. https://t.co/ey2DtcZVbp,"{'health': 1, 'for': 2, 'premier': 1, 'people': 2, 'this': 1, 'in': 1, 'is': 3, 'legault': 1, 'than': 1, 'mandatory': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'systems': 1, '250': 1, 'all': 1, 'employees': 1, 'public': 1, 'sector': 1, 'banning': 1, 'quebec': 1, 'to': 1, 'travel': 1, 'also': 1, 'education': 1, '14': 1, 'with': 1, 'from': 1, 'province': 1, 'httpstcoey2dtczvbp': 1, 'returning': 1, 'more': 1, 'asking': 1, 'events': 1, 'and': 1, 'days': 1, 'the': 2}"
5365,Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is mandatory for public sector employees in the health and education systems. The province is also banning events with more than 250 people. https://t.co/ey2DtcZVbp,"{'health': 1, 'for': 2, 'premier': 1, 'people': 2, 'this': 1, 'in': 1, 'is': 3, 'legault': 1, 'than': 1, 'mandatory': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'systems': 1, '250': 1, 'all': 1, 'employees': 1, 'public': 1, 'sector': 1, 'banning': 1, 'quebec': 1, 'to': 1, 'travel': 1, 'also': 1, 'education': 1, '14': 1, 'with': 1, 'from': 1, 'province': 1, 'httpstcoey2dtczvbp': 1, 'returning': 1, 'more': 1, 'asking': 1, 'events': 1, 'and': 1, 'days': 1, 'the': 2}"
5573,"Canada didnt block Chinese from traveling there, instead invested time &amp; money on testing, education &amp; disease management.

Trump blocked Chinese, then endlessly praised himself for ""containing"" COVID-19 while ignoring need for testing, education &amp; disease management.

Results: https://t.co/HNXvDSY89x","{'for': 2, 'trump': 1, 'instead': 1, 'covid19': 1, 'himself': 1, 'traveling': 1, 'ignoring': 1, 'amp': 3, 'canada': 1, 'testing': 2, 'there': 1, 'block': 1, 'results': 1, 'need': 1, 'on': 1, 'education': 2, 'disease': 2, 'then': 1, 'management': 2, 'while': 1, 'from': 1, 'money': 1, 'endlessly': 1, 'blocked': 1, 'didnt': 1, 'praised': 1, 'time': 1, 'invested': 1, 'containing': 1, 'httpstcohnxvdsy89x': 1, 'chinese': 2}"
176,"RT @MirMAKOfficial: Centre For Global Research, Canada, investigates and declares that American Army spread the #CoronavirusPandemic into W","{'mirmakofficial': 1, 'for': 1, 'spread': 1, 'research': 1, 'rt': 1, 'investigates': 1, 'canada': 1, 'that': 1, 'army': 1, 'global': 1, 'american': 1, 'into': 1, 'w': 1, 'centre': 1, 'coronaviruspandemic': 1, 'declares': 1, 'and': 1, 'the': 1}"
360,@realDonaldTrump YOU DROPPED THE BALL.   @SenateGOP  https://t.co/6vqxDp7SrP,"{'dropped': 1, 'senategop': 1, 'realdonaldtrump': 1, 'you': 1, 'httpstco6vqxdp7srp': 1, 'ball': 1, 'the': 1}"
495,"RT @dougquan: Yesterday I went to a Costco store, where I stumbled across this couple loading their pickup with piles of Lysol wipes. They","{'across': 1, 'this': 1, 'piles': 1, 'wipes': 1, 'stumbled': 1, 'a': 1, 'loading': 1, 'store': 1, 'rt': 1, 'they': 1, 'i': 2, 'to': 1, 'dougquan': 1, 'costco': 1, 'pickup': 1, 'yesterday': 1, 'their': 1, 'with': 1, 'couple': 1, 'where': 1, 'of': 1, 'went': 1, 'lysol': 1}"
986,"RT @ArnoeNeliba: @bokelopulalah

@amostank_

@ken_muga

@theandeje

@dabnery

@ominarianda

@abnery_pajero

@ArnoeNeliba

@MaloudaKevin

#M","{'ominarianda': 1, 'abnerypajero': 1, 'kenmuga': 1, 'bokelopulalah': 1, 'maloudakevin': 1, 'rt': 1, 'm': 1, 'theandeje': 1, 'dabnery': 1, 'arnoeneliba': 2, 'amostank': 1}"
1082,University of Texas Boot Bracelet - Texas Longhorns - Graduation Gift - Gameday Jewelry - Cowgirl Boot Bling https://t.co/RUeUw4NWkz #jetteam #etsymntt #emnttM https://t.co/82GFqkahFV,"{'longhorns': 1, 'boot': 2, 'gift': 1, 'httpstco82gfqkahfv': 1, 'jetteam': 1, 'cowgirl': 1, 'jewelry': 1, 'gameday': 1, 'etsymntt': 1, 'university': 1, 'texas': 2, 'emnttm': 1, 'bracelet': 1, 'bling': 1, 'graduation': 1, 'of': 1, 'httpstcorueuw4nwkz': 1}"
1194,RT @LootenantDans7: The University is 100% protected from COVID-19 thanks to Duo Two-Factor Authorization,"{'is': 1, '100': 1, 'protected': 1, 'covid19': 1, 'thanks': 1, 'rt': 1, 'authorization': 1, 'to': 1, 'lootenantdans7': 1, 'twofactor': 1, 'university': 1, 'from': 1, 'duo': 1, 'the': 1}"
1356,"RT @yiIingtan: Some good news to cheer you up:
Korea and China are recovering. Vietnam had their cases under control until British tourists","{'tourists': 1, 'are': 1, 'good': 1, 'cheer': 1, 'up': 1, 'had': 1, 'rt': 1, 'recovering': 1, 'until': 1, 'yiiingtan': 1, 'to': 1, 'you': 1, 'vietnam': 1, 'china': 1, 'korea': 1, 'their': 1, 'british': 1, 'news': 1, 'under': 1, 'control': 1, 'some': 1, 'and': 1, 'cases': 1}"
1720,"Thanks to David,  Sarah,  Fraser  &amp; the staff at the University of Dalhousie for the tour of their research labs and briefings on the variety of research that is being conducted. https://t.co/P5XQBrb10C","{'sarah': 1, 'for': 1, 'httpstcop5xqbrb10c': 1, 'is': 1, 'research': 2, 'david': 1, 'thanks': 1, 'briefings': 1, 'conducted': 1, 'amp': 1, 'labs': 1, 'that': 1, 'to': 1, 'variety': 1, 'at': 1, 'on': 1, 'being': 1, 'fraser': 1, 'university': 1, 'their': 1, 'staff': 1, 'dalhousie': 1, 'tour': 1, 'of': 3, 'and': 1, 'the': 4}"
2031,@CGSHEquity @UBCmedicine @UBCDoM @ubcspph @SFU_FHS @SFUResearch @msfhr @CIHRIGH @PHCResearch Zoom? Would love to join fr Halifax!,"{'ubcmedicine': 1, 'fr': 1, 'join': 1, 'would': 1, 'cihrigh': 1, 'sfufhs': 1, 'ubcdom': 1, 'msfhr': 1, 'to': 1, 'ubcspph': 1, 'cgshequity': 1, 'love': 1, 'phcresearch': 1, 'sfuresearch': 1, 'halifax': 1, 'zoom': 1}"
2118,"RT @brightboxmaker: We did it! Massive thanks to Halifax Library, @BarnsleyLibs @Barnsley_DMC and @SheffLibraries for hosting pop up makers","{'for': 1, 'barnsleylibs': 1, 'pop': 1, 'up': 1, 'thanks': 1, 'it': 1, 'shefflibraries': 1, 'rt': 1, 'massive': 1, 'to': 1, 'did': 1, 'makers': 1, 'barnsleydmc': 1, 'library': 1, 'halifax': 1, 'hosting': 1, 'we': 1, 'and': 1, 'brightboxmaker': 1}"
2481,RT @TrustCivic: Tell us your favourite new building scheme  and it could win a Civic Trust Award!. We want you the public to nominate the,"{'win': 1, 'your': 1, 'want': 1, 'favourite': 1, 'trust': 1, 'us': 1, 'it': 1, 'a': 1, 'award': 1, 'nominate': 1, 'rt': 1, 'public': 1, 'building': 1, 'to': 1, 'you': 1, 'trustcivic': 1, 'scheme': 1, 'new': 1, 'could': 1, 'civic': 1, 'tell': 1, 'we': 1, 'and': 1, 'the': 2}"
2902,RT @CBCAlerts: Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is manda,"{'for': 1, 'premier': 1, 'people': 1, 'this': 1, 'is': 2, 'legault': 1, 'manda': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'all': 1, 'rt': 1, 'quebec': 1, 'to': 1, 'travel': 1, '14': 1, 'from': 1, 'returning': 1, 'cbcalerts': 1, 'asking': 1, 'days': 1}"
2936," Study in Canada Via (SDS) Student Direct Stream 

NO SUCCESS NO FEES

For Free Assessment call us at: 0301-828-3336

Please email us at info@visatrack.org

Visit Our Website: https://t.co/Gca4va4u8X

#STUDYINCANADA #CANADA #EducationinCANADA #Education #nosuccessnofees https://t.co/8w59bgss6n","{'please': 1, 'for': 1, 'website': 1, 'in': 1, 'httpstcogca4va4u8x': 1, 'success': 1, 'student': 1, 'email': 1, 'our': 1, 'httpstco8w59bgss6n': 1, 'sds': 1, 'us': 2, 'studyincanada': 1, 'canada': 2, '03018283336': 1, 'direct': 1, 'nosuccessnofees': 1, 'at': 2, 'education': 1, 'visit': 1, 'stream': 1, 'via': 1, 'fees': 1, 'educationincanada': 1, 'assessment': 1, 'call': 1, 'no': 2, 'study': 1, 'infovisatrackorg': 1, 'free': 1}"
2956,@A24Scotland it's ten years since Canada signed up to UNCRPD. This year the UN's Special Rapporteur had this to say about New Brunswick and its inclusive education approach https://t.co/zTIqvC4Mk9,"{'a24scotland': 1, 'years': 1, 'this': 2, 'rapporteur': 1, 'httpstcoztiqvc4mk9': 1, 'up': 1, 'had': 1, 'inclusive': 1, 'uns': 1, 'year': 1, 'signed': 1, 'canada': 1, 'to': 2, 'uncrpd': 1, 'brunswick': 1, 'education': 1, 'new': 1, 'approach': 1, 'ten': 1, 'its': 2, 'say': 1, 'special': 1, 'about': 1, 'since': 1, 'and': 1, 'the': 1}"
3222,"RT @TundeTASH: Top 10:

- Sites to learn Excel for free
- Sites for Free Online Education
- Sites for your career
- Sites to review your re","{'for': 3, 'review': 1, 'your': 2, 'learn': 1, 'career': 1, 'online': 1, 're': 1, 'rt': 1, '10': 1, 'to': 2, 'excel': 1, 'education': 1, 'tundetash': 1, 'sites': 4, 'top': 1, 'free': 2}"
3499,"Yesterday I went to a Costco store, where I stumbled across this couple loading their pickup with piles of Lysol wipes. They hit up all the local Costcos daily, clearing shelves of wipes/liquid cleaner and re-selling them on Amazon. https://t.co/sYQhfxkUrG via @torontostar","{'shelves': 1, 'wipesliquid': 1, 'across': 1, 'this': 1, 'amazon': 1, 'piles': 1, 'httpstcosyqhfxkurg': 1, 'cleaner': 1, 'wipes': 1, 'torontostar': 1, 'up': 1, 'all': 1, 'stumbled': 1, 'hit': 1, 'local': 1, 'a': 1, 'loading': 1, 'store': 1, 'they': 1, 'daily': 1, 'i': 2, 'to': 1, 'clearing': 1, 'costco': 1, 'pickup': 1, 'on': 1, 'yesterday': 1, 'them': 1, 'via': 1, 'their': 1, 'with': 1, 'couple': 1, 'where': 1, 'of': 2, 'and': 1, 'reselling': 1, 'went': 1, 'lysol': 1, 'the': 1, 'costcos': 1}"
3551,.@kattavernd: BBC News - Animal testing: US closes 'kitten slaughterhouse' after outcry  https://t.co/fFiVAjdv5O https://t.co/Hvx7KT19ko,"{'us': 1, 'outcry': 1, 'kattavernd': 1, 'httpstcohvx7kt19ko': 1, 'testing': 1, 'animal': 1, 'kitten': 1, 'after': 1, 'closes': 1, 'news': 1, 'slaughterhouse': 1, 'httpstcoffivajdv5o': 1, 'bbc': 1}"
3592,"BREAKING: Sophie Trudeau, wife of Canada's PM, tests positive for coronavirus.","{'pm': 1, 'for': 1, 'breaking': 1, 'trudeau': 1, 'tests': 1, 'coronavirus': 1, 'sophie': 1, 'positive': 1, 'wife': 1, 'of': 1, 'canadas': 1}"
4387,"Yes, there are many news that agree to the second decision because it is the best and most appropriate for all students in school and university. We are all with the second decision.

#_
https://t.co/VRXB3vf9Zo","{'for': 1, 'school': 1, 'in': 1, 'are': 2, 'is': 1, 'agree': 1, 'yes': 1, 'best': 1, 'students': 1, 'all': 2, 'it': 1, 'httpstcovrxb3vf9zo': 1, 'because': 1, 'decision': 2, 'that': 1, 'to': 1, 'most': 1, 'there': 1, 'second': 2, 'appropriate': 1, 'university': 1, 'with': 1, 'news': 1, 'many': 1, 'we': 1, 'and': 2, 'the': 3}"
4454,we at Da Crib University fr now.,"{'fr': 1, 'crib': 1, 'now': 1, 'at': 1, 'da': 1, 'university': 1, 'we': 1}"
4931,The spokesperson said the offices were closed after someone who recently travelled from one of the countries impacted by the coronavirus came into the Halifax office with a cough. https://t.co/JVR3nCuJCN,"{'spokesperson': 1, 'impacted': 1, 'said': 1, 'closed': 1, 'came': 1, 'a': 1, 'office': 1, 'coronavirus': 1, 'travelled': 1, 'recently': 1, 'countries': 1, 'someone': 1, 'after': 1, 'who': 1, 'by': 1, 'with': 1, 'from': 1, 'httpstcojvr3ncujcn': 1, 'into': 1, 'were': 1, 'cough': 1, 'halifax': 1, 'offices': 1, 'of': 1, 'one': 1, 'the': 5}"
5250,Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process. Download the guide here for free:,"{'for': 1, 'schools': 2, 'aims': 1, 'in': 3, 'history': 1, 'guide': 2, 'process': 1, 'our': 1, 'reconciliation': 1, 'canada': 2, 'importance': 1, 'residential': 2, 'to': 2, 'awareness': 1, 'here': 1, 'raise': 1, 'education': 2, 'new': 1, 'bring': 1, 'light': 1, 'download': 1, 'of': 3, 'and': 1, 'free': 1, 'the': 4}"
5378,Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is mandatory for public sector employees in the health and education systems. The province is also banning events with more than 250 people. https://t.co/ey2DtcZVbp,"{'health': 1, 'for': 2, 'premier': 1, 'people': 2, 'this': 1, 'in': 1, 'is': 3, 'legault': 1, 'than': 1, 'mandatory': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'systems': 1, '250': 1, 'all': 1, 'employees': 1, 'public': 1, 'sector': 1, 'banning': 1, 'quebec': 1, 'to': 1, 'travel': 1, 'also': 1, 'education': 1, '14': 1, 'with': 1, 'from': 1, 'province': 1, 'httpstcoey2dtczvbp': 1, 'returning': 1, 'more': 1, 'asking': 1, 'events': 1, 'and': 1, 'days': 1, 'the': 2}"
5486,"Privatization of our health care, education, welfare systems need to be protected in Canada. https://t.co/aIoyDGFnL3","{'health': 1, 'in': 1, 'protected': 1, 'httpstcoaioydgfnl3': 1, 'systems': 1, 'our': 1, 'care': 1, 'canada': 1, 'to': 1, 'privatization': 1, 'need': 1, 'education': 1, 'be': 1, 'of': 1, 'welfare': 1}"
